BRook1,BKnight1,BBishop1,BKing,BQueen1,BBishop2,BKnight2,BRook2,BPawn1,BPawn2,BPawn3,BPawn4,BPawn5,BPawn6,BPawn7,BPawn8,WKnight1,WPawn1,WPawn2,WPawn3,WPawn4,WPawn5,WPawn6,WPawn7,WPawn8,WRook1,WBishop1,WKing,WQueen1,WBishop2,WKnight2,WRook2,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,move_range_num
62.0,58.0,59.0,63.0,60.0,55.0,0.0,57.0,56.0,54.0,49.0,47.0,45.0,43.0,34.0,29.0,32.0,37.0,28.0,23.0,19.0,16.0,14.0,10.0,9.0,8.0,18.0,5.0,4.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655
62.0,52.0,59.0,63.0,60.0,55.0,0.0,57.0,56.0,54.0,49.0,47.0,45.0,43.0,34.0,29.0,32.0,37.0,28.0,23.0,19.0,16.0,14.0,10.0,9.0,6.0,18.0,7.0,4.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
62.0,42.0,59.0,63.0,60.0,55.0,0.0,57.0,56.0,54.0,49.0,47.0,45.0,43.0,34.0,29.0,32.0,37.0,28.0,23.0,19.0,16.0,14.0,10.0,9.0,6.0,30.0,7.0,4.0,18.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
62.0,42.0,59.0,63.0,60.0,55.0,0.0,57.0,56.0,54.0,49.0,47.0,45.0,34.0,29.0,0.0,32.0,37.0,35.0,23.0,19.0,16.0,14.0,10.0,9.0,6.0,30.0,7.0,4.0,18.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734
62.0,0.0,59.0,63.0,60.0,55.0,0.0,57.0,56.0,54.0,49.0,47.0,45.0,34.0,29.0,0.0,32.0,37.0,35.0,23.0,19.0,16.0,14.0,10.0,9.0,6.0,36.0,7.0,4.0,30.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105
62.0,0.0,59.0,63.0,60.0,55.0,0.0,57.0,56.0,54.0,49.0,47.0,36.0,34.0,29.0,0.0,32.0,37.0,35.0,26.0,23.0,19.0,16.0,14.0,9.0,6.0,30.0,7.0,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591
62.0,0.0,55.0,63.0,60.0,45.0,0.0,57.0,56.0,54.0,49.0,47.0,36.0,34.0,29.0,0.0,32.0,37.0,35.0,26.0,23.0,19.0,16.0,14.0,9.0,5.0,30.0,7.0,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
62.0,0.0,55.0,63.0,52.0,45.0,0.0,57.0,56.0,54.0,49.0,47.0,36.0,34.0,29.0,0.0,32.0,37.0,35.0,26.0,25.0,23.0,19.0,16.0,14.0,5.0,30.0,7.0,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
62.0,0.0,55.0,63.0,52.0,45.0,0.0,57.0,56.0,54.0,49.0,47.0,36.0,29.0,0.0,0.0,32.0,37.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,25.0,30.0,7.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
60.0,0.0,55.0,63.0,52.0,45.0,0.0,57.0,56.0,54.0,49.0,47.0,36.0,29.0,0.0,0.0,32.0,37.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,41.0,30.0,7.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551
60.0,0.0,55.0,63.0,52.0,45.0,0.0,57.0,56.0,49.0,47.0,46.0,36.0,29.0,0.0,0.0,32.0,37.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,44.0,30.0,7.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562
60.0,0.0,55.0,63.0,51.0,45.0,0.0,57.0,56.0,49.0,47.0,36.0,29.0,0.0,0.0,0.0,32.0,46.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,44.0,30.0,7.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312
57.0,0.0,45.0,63.0,51.0,0.0,0.0,44.0,56.0,49.0,47.0,36.0,29.0,0.0,0.0,0.0,32.0,55.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,5.0,30.0,7.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888
57.0,0.0,45.0,55.0,51.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,29.0,0.0,0.0,0.0,32.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,5.0,44.0,7.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869
57.0,0.0,45.0,55.0,43.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,32.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,29.0,44.0,7.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
60.0,0.0,45.0,55.0,43.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,32.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,27.0,44.0,7.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790
60.0,0.0,45.0,55.0,34.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,32.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,27.0,44.0,7.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
60.0,0.0,45.0,55.0,27.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,38.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,44.0,7.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
60.0,0.0,38.0,55.0,27.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,44.0,7.0,40.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361
44.0,0.0,38.0,55.0,27.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,39.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495
46.0,0.0,38.0,55.0,27.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414
46.0,0.0,38.0,55.0,18.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311
54.0,0.0,38.0,55.0,18.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319
54.0,0.0,38.0,55.0,2.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391
54.0,0.0,38.0,55.0,18.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745
46.0,0.0,38.0,55.0,18.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,15.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319
54.0,0.0,38.0,55.0,18.0,0.0,0.0,0.0,56.0,49.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,19.0,16.0,14.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319
54.0,0.0,38.0,55.0,19.0,0.0,0.0,0.0,56.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,23.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,36.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744
54.0,0.0,38.0,55.0,26.0,0.0,0.0,0.0,56.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226
54.0,0.0,38.0,55.0,35.0,0.0,0.0,0.0,56.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975
54.0,0.0,38.0,55.0,51.0,0.0,0.0,0.0,56.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415
54.0,0.0,45.0,55.0,51.0,0.0,0.0,0.0,56.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
54.0,0.0,45.0,55.0,59.0,0.0,0.0,0.0,56.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896
