BRook1,BKnight1,BBishop1,BKing,BQueen1,BBishop2,BKnight2,BRook2,BPawn1,BPawn2,BPawn3,BPawn4,BPawn5,BPawn6,BPawn7,BPawn8,WKnight1,WPawn1,WPawn2,WPawn3,WPawn4,WPawn5,WPawn6,WPawn7,WPawn8,WRook1,WKnight2,WBishop1,WKing,WQueen1,WBishop2,WRook2,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,move_range_num
62.0,43.0,59.0,63.0,0.0,35.0,29.0,58.0,56.0,55.0,54.0,50.0,49.0,37.0,0.0,0.0,51.0,17.0,16.0,15.0,14.0,11.0,10.0,0.0,0.0,5.0,22.0,27.0,4.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
62.0,43.0,59.0,63.0,0.0,35.0,14.0,58.0,56.0,55.0,54.0,50.0,49.0,37.0,0.0,0.0,51.0,17.0,16.0,15.0,11.0,10.0,0.0,0.0,0.0,5.0,22.0,27.0,12.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
60.0,43.0,59.0,63.0,0.0,35.0,14.0,58.0,56.0,55.0,54.0,50.0,49.0,37.0,0.0,0.0,51.0,17.0,16.0,15.0,11.0,10.0,0.0,0.0,0.0,5.0,22.0,27.0,13.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704
60.0,28.0,59.0,63.0,0.0,35.0,0.0,58.0,56.0,55.0,54.0,50.0,49.0,37.0,0.0,0.0,51.0,17.0,16.0,15.0,11.0,10.0,0.0,0.0,0.0,5.0,22.0,27.0,14.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768
60.0,11.0,59.0,63.0,0.0,35.0,0.0,58.0,56.0,55.0,54.0,50.0,49.0,37.0,0.0,0.0,51.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,5.0,22.0,27.0,14.0,0.0,21.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
60.0,11.0,59.0,63.0,0.0,0.0,0.0,58.0,56.0,55.0,54.0,50.0,49.0,37.0,0.0,0.0,51.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,21.0,22.0,27.0,14.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
60.0,1.0,59.0,63.0,0.0,0.0,0.0,58.0,56.0,55.0,54.0,50.0,49.0,0.0,0.0,0.0,51.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,21.0,37.0,27.0,14.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358
60.0,11.0,59.0,63.0,0.0,0.0,0.0,58.0,56.0,55.0,50.0,49.0,0.0,0.0,0.0,0.0,54.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,21.0,51.0,27.0,14.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320
58.0,11.0,59.0,63.0,0.0,0.0,0.0,12.0,56.0,55.0,50.0,49.0,0.0,0.0,0.0,0.0,54.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,13.0,51.0,27.0,14.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272
58.0,11.0,59.0,63.0,0.0,0.0,0.0,0.0,56.0,55.0,50.0,49.0,0.0,0.0,0.0,0.0,54.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,51.0,27.0,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831
58.0,11.0,59.0,63.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,54.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185
58.0,11.0,59.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,26.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230
58.0,0.0,45.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,11.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585
58.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,11.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767
60.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,11.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710
20.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,11.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158
18.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,11.0,17.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608
10.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,28.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656
15.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,49.0,34.0,0.0,0.0,0.0,0.0,28.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031
15.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,41.0,34.0,0.0,0.0,0.0,0.0,28.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182
15.0,0.0,27.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,41.0,25.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617
15.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,41.0,17.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168
15.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,41.0,9.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718
10.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,41.0,9.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656
0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,56.0,55.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151
0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,56.0,55.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
