BRook1,BBishop1,BKing,BQueen1,BBishop2,BKnight1,BRook2,BPawn1,BPawn2,BPawn3,BPawn4,BPawn5,BPawn6,BPawn7,BPawn8,BKnight2,WPawn1,WPawn2,WPawn3,WPawn4,WPawn5,WPawn6,WPawn7,WPawn8,WRook1,WKnight1,WBishop1,WKing,WQueen1,WBishop2,WKnight2,WRook2,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,move_range_num
62.0,55.0,63.0,60.0,0.0,0.0,57.0,56.0,50.0,49.0,47.0,44.0,38.0,37.0,0.0,0.0,36.0,29.0,23.0,16.0,14.0,10.0,9.0,0.0,6.0,0.0,21.0,7.0,22.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3376
57.0,55.0,63.0,60.0,0.0,0.0,38.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,36.0,23.0,16.0,14.0,10.0,9.0,0.0,0.0,6.0,0.0,21.0,7.0,22.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3880
57.0,55.0,63.0,33.0,0.0,0.0,38.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,36.0,23.0,16.0,14.0,10.0,9.0,0.0,0.0,6.0,0.0,21.0,7.0,13.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749
57.0,55.0,63.0,36.0,0.0,0.0,38.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,23.0,16.0,14.0,10.0,9.0,0.0,0.0,0.0,6.0,0.0,12.0,7.0,13.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050
57.0,55.0,63.0,45.0,0.0,0.0,38.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,23.0,16.0,14.0,10.0,9.0,0.0,0.0,0.0,4.0,0.0,12.0,7.0,13.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248
60.0,55.0,63.0,45.0,0.0,0.0,38.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,23.0,16.0,14.0,10.0,9.0,0.0,0.0,0.0,4.0,0.0,26.0,7.0,13.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586
60.0,55.0,63.0,45.0,0.0,0.0,54.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,23.0,16.0,14.0,10.0,9.0,0.0,0.0,0.0,12.0,0.0,26.0,7.0,13.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383
60.0,55.0,63.0,45.0,0.0,0.0,52.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,23.0,16.0,14.0,10.0,9.0,0.0,0.0,0.0,12.0,0.0,26.0,7.0,13.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390
60.0,48.0,63.0,45.0,0.0,0.0,52.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,30.0,23.0,16.0,10.0,9.0,0.0,0.0,0.0,12.0,0.0,26.0,7.0,13.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449
60.0,48.0,63.0,24.0,0.0,0.0,52.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,30.0,23.0,10.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,26.0,7.0,13.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795
60.0,48.0,63.0,16.0,0.0,0.0,52.0,56.0,50.0,49.0,47.0,44.0,37.0,0.0,0.0,0.0,30.0,23.0,10.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,26.0,7.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464
60.0,48.0,63.0,0.0,0.0,0.0,52.0,56.0,50.0,49.0,47.0,44.0,30.0,0.0,0.0,0.0,23.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,26.0,16.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297
60.0,30.0,63.0,0.0,0.0,0.0,52.0,56.0,50.0,49.0,47.0,44.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,26.0,16.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990
